latitude,longitude
38.883541,-77.0810889
39.3642834,-74.4229266
48.4284207,-123.3656444
50.2074306,11.2858917
50.81057,4.93622
42.48419990000001,26.5035023
51.627903,0.418397
51.696636,-0.175948
49.9928617,8.2472526
51.0543422,3.7174243
48.592237,6.492338999999999
39.115663,-84.5187569
40.6639916,-74.2107006
41.49932,-81.6943605
40.9064,-77.9395179
54.978252,-1.61778
39.2720509,-76.73191609999999
40.78593310000001,-74.7801645
41.5033572,-85.8307059
40.735657,-74.1723667
40.735657,-74.1723667
40.93560009999999,-74.6611769
41.2916728,-92.6493595
41.49932,-81.6943605
52.1359729,-0.4666546
38.9896967,-76.93776
40.79676670000001,-74.4815438
41.4108855,-83.46104
40.5395289,-76.96081029999999
42.5188876,3.1073758
39.4699075,-0.3762881
41.8500284,-88.3125738
41.0802621,-105.5074905
41.3850639,2.1734035
44.8871878,-93.1643869
43.8013556,-91.23958069999999
36.1440934,-5.3417241
40.8324211,-115.7631232
-37.9178086,144.7477259
40.72229799999999,-73.6045937
41.49932,-81.6943605
41.58746439999999,-109.2029043
37.7749295,-122.4194155
43.604652,1.444209
48.856614,2.3522219
-25.8742799,118.8406464
48.856614,2.3522219
36.8507689,-76.28587259999999
49.665342,1.939705
39.0611566,115.4431222
36.5270612,-6.2885962
39.768403,-86.158068
45.4408474,12.3155151
35.1744271,-6.1473964
34.0181246,-5.0078451
41.919229,8.738635
41.3850639,2.1734035
41.1399814,-104.8202462
41.6414438,-80.15144839999999
49.70958,2.17198
44.4267674,26.1025384
41.4645824,-83.9521687
41.4000523,-82.80852039999999
41.1697041,-104.2568991
40.9658931,-78.6130821
11.0041072,-74.80698129999999
43.545815,3.125343
41.5822716,-85.8344383
51.339228,-0.119711
41.7151377,44.827096
38.3459963,-0.4906855
38.3459963,-0.4906855
50.125434,3.691623
38.3459963,-0.4906855
47.497912,19.040235
39.74785079999999,-81.51651269999999
48.678296,5.890159
50.7308185,1.5948224
41.5844951,-84.6055076
52.5348604,13.1431864
50.95088,4.30927
51.1645846,0.5529482
40.7127837,-74.0059413
51.55092,8.5597678
42.3265152,-122.8755949
50.62925,3.057256
33.9715904,-6.8498129
-24.883333,146.25
43.0040661,-115.2039579
41.5822716,-85.8344383
50.7562528,10.4819945
36.753768,3.0587561
50.797725,8.9219942
51.27241000000001,0.190898
41.8809434,-72.2600655
40.54898499999999,-74.424723
50.57616650000001,11.8090005
40.4862157,-74.4518188
48.5734053,7.752111299999999
41.4372721,-85.14719339999999
36.834047,-2.4637136
42.9056288,-74.5718073
-34.7871645,-55.38349669999999
41.1188827,1.2444909
36.834047,-2.4637136
41.0069471,-98.00966199999999
-22.9068467,-43.1728965
50.925419,1.706923
42.8497248,-106.3233576
38.9679552,-0.1813922
38.9679552,-0.1813922
44.9734,-93.22173459999999
51.2015995,7.3590901
50.1109221,8.6821267
38.4166818,-95.85304409999999
51.339228,-0.119711
51.8865674,4.398013199999999
48.11703869999999,-122.7604472
48.678296,5.890159
42.8713032,-112.4455344
49.69082419999999,11.0048276
41.9794005,2.8214264
41.3670014,-79.92922329999999
44.933393,4.89236
36.1440934,-5.3417241
41.4486619,-84.7480123
41.3873741,-80.86912730000002
41.4486619,-84.7480123
33.4764767,-100.8556857
-22.9068467,-43.1728965
52.4465493,11.4862361
41.3950489,-82.55517329999999
35.0456297,-85.3096801
49.258329,4.031696
41.984407,-72.3162523
45.2965256,-117.8079872
39.629526,-79.95589679999999
30.927985,-6.907683
40.735657,-74.1723667
33.9294606,-116.977248
32.715738,-117.1610838
36.753768,3.0587561
20.01693,-75.8301537
41.3850639,2.1734035
44.9537029,-93.0899578
39.9611755,-82.99879419999999
34.4047987,-103.2052272
42.6886591,2.8948332
43.60280789999999,39.7341543
34.8480597,-114.6141315
25.6577006,57.7856677
32.61768,-116.1874241
41.58065420000001,-72.7567636
40.3933956,-82.4857181
47.6047218,-122.631094
20.403852,-97.2878798
51.247571,-0.067578
42.6289212,9.439011599999999
45.6318397,-122.6716063
41.4298516,-81.3910999
52.52000659999999,13.404954
35.2219971,-101.8312969
41.1874828,-103.1129824
-18.8791902,47.5079055
33.1958696,-117.3794834
39.114053,-94.6274636
41.76371109999999,-72.6850932
40.72815749999999,-74.0776417
-34.6036844,-58.3815591
42.3600825,-71.0588801
27.9094677,-97.1499898
49.3983782,15.5870415
51.376165,-0.098234
50.3273805,-102.2640528
49.42953869999999,2.0807123
51.0504088,13.7372621
35.1744271,-6.1473964
54.3150367,-130.3208187
49.732771,1.441891
40.6028144,-86.86723390000002
35.0849059,-118.4949105
31.230416,121.473701
51.0036598,3.8003144
-39.035173,177.4180311
49.968341,-98.62895700000001
41.53602799999999,2.1779987
34.1808392,-118.3089661
40.91339430000001,-77.7783348
18.4671203,94.34110009999999
41.5878281,-83.4932651
49.24015720000001,6.996932699999999
41.8781136,-87.6297982
-34.4450316,147.5360981
38.5285169,-89.1316944
39.1031182,-84.5120196
41.8781136,-87.6297982
37.8043637,-122.2711137
39.9259463,-75.1196199
-34.146275,18.9291721
40.7607793,-111.8910474
36.651216,117.12
46.2395793,-119.1005657
41.2455927,-89.9248303
13.7563309,100.5017651
29.9232925,-89.9833657
39.9242266,-83.8088171
34.8416435,-118.8648189
25.9044811,-80.2893995
42.0258779,-85.81555759999999
38.1557502,-121.6913439
38.624514,-90.1506465
34.0039039,-117.0619755
40.3697905,-80.63396379999999
41.3931096,-81.5365094
41.079273,-85.1393513
45.5230622,-122.6764816
34.1808392,-118.3089661
33.8937913,35.5017767
48.5216364,9.0576448
31.7437272,-105.0927275
-28.6473671,153.601977
20.9425179,-17.0362272
-21.2664483,-63.45081070000001
51.335545,1.419895
34.7737082,-90.7576112
35.2219971,-101.8312969
40.67723,-105.077695
-31.981179,115.8199096
36.753768,3.0587561
40.735657,-74.1723667
33.95260200000001,-84.5499327
29.79466409999999,-98.7319703
44.0520691,-123.0867536
-32.8894587,-68.8458386
37.6688205,-122.0807964
51.033331,2.8658393
52.2280802,10.706471
39.7492654,-74.1141088
41.895369,12.4539057
47.8677574,12.6384037
41.84777649999999,2.3904096
38.0495789,-77.3466468
34.9339503,-103.7605204
41.6105937,-87.06419919999999
47.642833,6.675242
45.5230622,-122.6764816
34.9900503,-106.0491893
36.651216,117.12
49.925034,36.269012
41.4361548,-88.7734493
53.5510846,9.9936818
-28.8946769,31.4627576
51.0413098,3.3970513
47.257618,3.684328
44.110898,5.107716
40.7607793,-111.8910474
40.0117151,-89.8481652
4.8087174,-75.690601
-12.046374,-77.0427934
29.8266667,121.4619444
51.376165,-0.098234
-34.5885499,-60.94955400000001
51.760473,11.6665326
34.1808392,-118.3089661
34.1083449,-117.2897652
47.98233159999999,8.8192095
29.868336,121.54399
39.8861052,-94.891913
-22.3913,143.0381
-23.4421917,144.2555041
-34.87544949999999,150.5298387
46.320207,-112.1072224
53.8992685,13.6468979
38.9517053,-92.3340724
20.2218201,-75.9869609
36.2431964,-84.6715407
40.44062479999999,-79.9958864
53.4285438,14.5528116
50.947829,12.763946
31.132093,33.8032762
49.42953869999999,2.0807123
51.3982179,8.5749432
37.6241793,-104.7802645
39.898646,-92.4810208
43.0125274,-83.6874562
55.755826,37.6173
42.5027467,-105.0260832
41.8791979,-87.8431155
52.3702157,4.895167900000001
30.3954246,-88.7647153
46.4147752,9.2237262
39.4518504,121.8728226
32.7287472,-94.94243790000002
42.5027467,-105.0260832
34.1808392,-118.3089661
41.1399814,-104.8202462
42.7284117,-73.69178509999999
41.1399814,-104.8202462
14.6572108,-86.21076719999999
32.7554883,-97.3307658
43.513006,4.987968
47.394144,0.68484
51.376165,-0.098234
52.5374608,13.4227181
34.9381496,-91.0209529
41.919818,8.738321
33.2148412,-97.13306829999999
31.957981,118.867458
40.7364469,-73.9899162
39.900076,-79.71643259999999
10.6549013,-61.50192559999999
45.070312,7.686856499999999
